id_rute,asal,tujuan,jarak
R0998,L073,L066,0.1
R0999,L046,L049,0.11
R1000,L003,L087,0.13
R1001,L078,L001,0.1
R1002,L023,L065,0.1
R1003,L047,L050,0.12
R1004,L058,L059,0.1
R1005,L090,L091,0.1
R1006,L015,L097,3.3
R1007,L009,L023,0.13
R1008,L074,L003,0.13
R1009,L080,L083,0.11
R1010,L072,L079,0.13
R1011,L092,L057,3.45
R1012,L085,L018,0.15
R1013,L076,L049,0.1
R1014,L041,L091,3.5
R1015,L054,L030,0.1
R1016,L033,L007,0.11
R1017,L025,L003,0.1
R1018,L065,L039,0.17
R1019,L003,L064,0.1
R1020,L088,L059,0.14
R1021,L035,L053,0.12
R1022,L075,L089,0.1
R1023,L045,L097,3.34
R1024,L087,L063,0.13
R1025,L038,L058,0.1
R1026,L059,L001,0.1
R1027,L090,L068,3.4
R1028,L056,L075,0.1
R1029,L062,L006,0.1
R1030,L016,L039,0.14
R1031,L081,L019,0.13
R1032,L008,L035,0.11
R1033,L087,L099,0.81
R1034,L060,L082,0.1
R1035,L072,L056,0.1
R1036,L018,L085,0.15
R1037,L091,L069,3.48
R1038,L037,L098,0.77
R1039,L051,L033,0.1
R1040,L043,L029,0.1
R1041,L049,L072,0.1
R1042,L001,L032,0.1
R1043,L041,L068,0.1
R1044,L061,L046,0.22
R1045,L053,L042,0.1
R1046,L005,L002,0.1
R1047,L064,L088,0.22
R1048,L085,L031,0.11
R1049,L022,L091,3.33
R1050,L096,L040,3.46
R1051,L088,L036,0.12
R1052,L100,L010,0.69
R1053,L086,L075,0.1
R1054,L057,L048,0.1
R1055,L050,L009,0.28
R1056,L067,L098,0.9
R1057,L087,L076,0.1
R1058,L019,L021,0.14
R1059,L060,L059,0.1
R1060,L014,L092,3.44
R1061,L099,L050,0.96
R1062,L059,L014,0.1
R1063,L083,L042,0.1
R1064,L043,L006,0.1
R1065,L008,L048,0.1
R1066,L009,L013,0.1
R1067,L001,L009,0.14
R1068,L093,L092,0.1
R1069,L072,L069,0.1
R1070,L064,L065,0.12
R1071,L083,L078,0.1
R1072,L010,L094,3.34
R1073,L049,L085,0.12
R1074,L022,L068,0.1
R1075,L061,L059,0.14
R1076,L053,L055,0.1
R1077,L045,L051,0.1
R1078,L077,L003,0.1
R1079,L026,L074,0.1
R1080,L038,L048,0.1
R1081,L058,L026,0.1
R1082,L015,L064,0.1
R1083,L016,L029,0.1
R1084,L019,L034,0.1
R1085,L079,L085,0.24
R1086,L099,L063,0.94
R1087,L072,L046,0.11
R1088,L018,L075,0.1
R1089,L037,L088,0.15
R1090,L084,L020,0.1
R1091,L022,L045,0.1
R1092,L061,L036,0.12
R1093,L024,L005,0.1
R1094,L065,L006,0.1
R1095,L085,L021,0.24
R1096,L057,L002,0.1
R1097,L011,L035,0.12
R1098,L063,L082,0.14
R1099,L042,L059,0.1
R1100,L055,L078,0.1
R1101,L082,L095,3.42
R1102,L035,L020,0.1
R1103,L075,L056,0.1
R1104,L038,L025,0.12
R1105,L098,L039,0.63
R1106,L015,L041,0.2
R1107,L014,L082,0.1
R1108,L080,L027,0.1
R1109,L025,L091,3.3
R1110,L099,L040,0.86
R1111,L072,L023,0.1
R1112,L071,L058,0.1
R1113,L090,L071,3.44
R1114,L036,L100,0.84
R1115,L083,L032,0.1
R1116,L048,L074,0.1
R1117,L049,L039,0.17
R1118,L020,L012,0.17
R1119,L007,L042,0.1
R1120,L051,L085,0.22
R1121,L030,L062,0.1
R1122,L022,L058,0.1
R1123,L096,L007,3.43
R1124,L041,L071,0.1
R1125,L053,L045,0.1
R1126,L073,L023,0.1
R1127,L046,L006,0.1
R1128,L040,L075,0.1
R1129,L003,L044,0.26
R1130,L004,L009,0.14
R1131,L067,L065,0.12
R1132,L086,L078,0.1
R1133,L047,L007,0.1
R1134,L014,L059,0.1
R1135,L033,L072,0.13
R1136,L079,L039,0.1
R1137,L080,L004,0.13
R1138,L087,L043,0.1
R1139,L013,L094,3.34
R1140,L090,L048,3.44
R1141,L091,L013,3.34
R1142,L037,L042,0.1
R1143,L016,L019,0.1
R1144,L049,L016,0.1
R1145,L014,L095,3.4
R1146,L019,L024,0.1
R1147,L006,L054,0.1
R1148,L072,L036,0.1
R1149,L018,L065,0.1
R1150,L010,L061,0.28
R1151,L084,L010,0.14
R1152,L050,L097,3.51
R1153,L076,L006,0.1
R1154,L095,L019,3.43
R1155,L081,L084,0.15
R1156,L061,L026,0.14
R1157,L006,L090,3.41
R1158,L034,L009,0.17
R1159,L053,L022,0.1
R1160,L007,L055,0.1
R1161,L051,L098,0.68
R1162,L003,L021,0.1
R1163,L040,L088,0.1
R1164,L046,L019,0.11
R1165,L038,L015,0.13
R1166,L033,L049,0.13
R1167,L024,L080,0.11
R1168,L085,L096,3.5
R1169,L090,L025,3.29
R1170,L069,L002,0.15
R1171,L015,L031,0.18
R1172,L002,L061,0.21
R1173,L068,L043,0.1
R1174,L014,L072,0.1
R1175,L025,L081,0.27
R1176,L071,L048,0.1
R1177,L018,L042,0.1
R1178,L064,L009,0.1
R1179,L037,L055,0.1
R1180,L077,L091,3.36
R1181,L056,L068,0.1
R1182,L030,L016,0.1
R1183,L048,L064,0.11
R1184,L049,L029,0.1
R1185,L041,L025,0.2
R1186,L061,L003,0.26
R1187,L006,L067,0.14
R1188,L093,L072,3.46
R1189,L007,L032,0.1
R1190,L059,L079,0.11
R1191,L078,L092,3.44
R1192,L010,L074,0.14
R1193,L070,L088,0.22
R1194,L062,L084,0.1
R1195,L042,L026,0.1
R1196,L034,L022,0.14
R1197,L075,L023,0.1
R1198,L074,L058,0.1
R1199,L026,L018,0.1
R1200,L094,L036,3.45
R1201,L086,L032,0.1
R1202,L031,L096,3.46
R1203,L032,L061,0.1
R1204,L065,L009,0.16
R1205,L011,L038,0.16
R1206,L098,L006,0.77
R1207,L023,L012,0.13
R1208,L096,L082,3.43
R1209,L067,L055,0.14
R1210,L068,L020,0.1
R1211,L065,L094,3.45
R1212,L071,L025,0.16
R1213,L044,L071,0.12
R1214,L008,L005,0.1
R1215,L048,L041,0.1
R1216,L041,L002,0.15
R1217,L007,L009,0.14
R1218,L093,L049,3.47
R1219,L018,L055,0.1
R1220,L064,L022,0.1
R1221,L092,L004,3.45
R1222,L030,L029,0.1
R1223,L070,L065,0.12
R1224,L061,L016,0.14
R1225,L074,L035,0.1
R1226,L019,L099,0.84
R1227,L053,L012,0.1
R1228,L094,L013,3.34
R1229,L011,L015,0.28
R1230,L063,L062,0.13
R1231,L082,L075,0.1
R1232,L055,L058,0.1
R1233,L020,L100,0.84
R1234,L021,L065,0.14
R1235,L040,L078,0.1
R1236,L086,L045,0.11
R1237,L033,L039,0.1
R1238,L025,L035,0.17
R1239,L071,L002,0.11
R1240,L085,L086,0.11
R1241,L004,L012,0.14
R1242,L044,L048,0.12
R1243,L096,L095,0.1
R1244,L056,L022,0.18
R1245,L097,L060,3.34
R1246,L088,L091,3.51
R1247,L048,L018,0.1
R1248,L035,L085,0.11
R1249,L068,L033,0.1
R1250,L060,L029,0.1
R1251,L071,L038,0.1
R1252,L037,L045,0.1
R1253,L083,L012,0.17
R1254,L069,L077,0.15
R1255,L006,L057,0.1
R1256,L050,L100,0.94
R1257,L062,L074,0.1
R1258,L063,L039,0.27
R1259,L074,L048,0.1
R1260,L021,L042,0.12
R1261,L067,L009,0.28
R1262,L086,L022,0.13
R1263,L003,L024,0.16
R1264,L085,L063,0.1
R1265,L044,L025,0.26
R1266,L076,L094,3.36
R1267,L023,L002,0.1
R1268,L001,L100,0.81
R1269,L034,L097,3.45
R1270,L087,L023,0.1
R1271,L060,L006,0.1
R1272,L079,L019,0.13
R1273,L071,L015,0.17
R1274,L036,L057,0.1
R1275,L010,L005,0.15
R1276,L029,L018,0.1
R1277,L089,L069,0.1
R1278,L059,L046,0.1
R1279,L064,L012,0.1
R1280,L077,L094,3.36
R1281,L078,L059,0.1
R1282,L069,L090,3.47
R1283,L070,L055,0.1
R1284,L016,L084,0.1
R1285,L082,L029,0.1
R1286,L028,L058,0.1
R1287,L019,L089,0.1
R1288,L031,L063,0.1
R1289,L063,L052,0.11
R1290,L055,L048,0.1
R1291,L095,L084,3.42
R1292,L096,L049,3.45
R1293,L020,L090,3.44
R1294,L040,L068,0.1
R1295,L013,L051,0.1
R1296,L005,L047,0.1
R1297,L073,L065,0.1
R1298,L090,L005,3.42
R1299,L089,L046,0.12
R1300,L054,L088,0.15
R1301,L060,L019,0.1
R1302,L006,L011,0.14
R1303,L057,L093,3.45
R1304,L077,L071,0.1
R1305,L050,L054,0.16
R1306,L023,L100,0.81
R1307,L049,L009,0.16
R1308,L016,L061,0.14
R1309,L081,L041,0.19
R1310,L027,L070,0.17
R1311,L051,L055,0.1
R1312,L092,L056,3.51
R1313,L043,L051,0.1
R1314,L049,L094,3.45
R1315,L082,L042,0.1
R1316,L001,L054,0.1
R1317,L021,L032,0.19
R1318,L013,L028,0.1
R1319,L086,L012,0.17
R1320,L033,L006,0.11
R1321,L044,L015,0.27
R1322,L036,L011,0.13
R1323,L095,L097,0.1
R1324,L097,L027,3.48
R1325,L088,L058,0.15
R1326,L002,L018,0.1
R1327,L034,L087,0.1
R1328,L046,L061,0.22
R1329,L079,L009,0.1
R1330,L003,L099,0.69
R1331,L069,L044,0.1
R1332,L015,L073,0.13
R1333,L035,L088,0.11
R1334,L087,L098,0.77
R1335,L093,L029,3.47
R1336,L099,L072,0.84
R1337,L059,L036,0.1
R1338,L050,L067,0.1
R1339,L051,L032,0.17
R1340,L070,L045,0.1
R1341,L063,L006,0.13
R1342,L082,L019,0.1
R1343,L027,L083,0.1
R1344,L019,L079,0.13
R1345,L021,L009,0.1
R1346,L040,L022,0.14
R1347,L072,L091,3.44
R1348,L032,L018,0.1
R1349,L092,L069,3.51
R1350,L064,L087,0.1
R1351,L055,L038,0.1
R1352,L075,L016,0.1
R1353,L088,L035,0.11
R1354,L005,L037,0.1
R1355,L024,L050,0.12
R1356,L025,L015,0.1
R1357,L085,L066,0.1
R1358,L017,L011,0.12
R1359,L056,L002,0.16
R1360,L089,L036,0.1
R1361,L026,L096,3.42
R1362,L006,L001,0.1
R1363,L066,L052,0.1
R1364,L057,L083,0.1
R1365,L058,L048,0.1
R1366,L059,L013,0.1
R1367,L015,L086,0.17
R1368,L062,L018,0.1
R1369,L081,L031,0.12
R1370,L008,L047,0.11
R1371,L020,L021,0.14
R1372,L099,L085,0.95
R1373,L018,L097,3.41
R1374,L084,L042,0.1
R1375,L020,L057,0.1
R1376,L021,L022,0.1
R1377,L007,L087,0.1
R1378,L012,L053,0.1
R1379,L086,L002,0.11
R1380,L052,L009,0.16
R1381,L084,L078,0.1
R1382,L096,L052,3.45
R1383,L042,L081,0.15
R1384,L088,L048,0.13
R1385,L061,L094,3.51
R1386,L065,L064,0.12
R1387,L066,L029,0.1
R1388,L017,L024,0.1
R1389,L003,L089,0.16
R1390,L016,L028,0.1
R1391,L081,L008,0.21
R1392,L027,L037,0.1
R1393,L047,L052,0.1
R1394,L004,L090,3.41
R1395,L090,L093,0.1
R1396,L091,L058,3.41
R1397,L051,L022,0.1
R1398,L043,L018,0.1
R1399,L056,L100,0.89
R1400,L009,L025,0.1
R1401,L049,L061,0.12
R1402,L001,L021,0.12
R1403,L020,L034,0.1
R1404,L006,L099,0.82
R1405,L072,L081,0.12
R1406,L085,L020,0.11
R1407,L076,L051,0.1
R1408,L042,L058,0.1
R1409,L088,L025,0.27
R1410,L007,L100,0.82
R1411,L054,L032,0.1
R1412,L046,L028,0.1
R1413,L025,L005,0.14
R1414,L023,L044,0.14
R1415,L015,L040,0.18
R1416,L067,L087,0.14
R1417,L047,L029,0.1
R1418,L038,L060,0.1
R1419,L058,L038,0.1
R1420,L099,L039,0.67
R1421,L004,L067,0.14
R1422,L090,L070,3.33
R1423,L078,L016,0.1
R1424,L036,L099,0.84
R1425,L015,L076,0.1
R1426,L009,L002,0.1
R1427,L068,L088,0.15
R1428,L060,L084,0.1
R1429,L012,L007,0.15
R1430,L072,L058,0.1
R1431,L018,L087,0.1
R1432,L010,L083,0.17
R1433,L043,L031,0.1
R1434,L029,L096,3.45
R1435,L049,L074,0.1
R1436,L096,L006,3.42
R1437,L001,L034,0.1
R1438,L012,L043,0.14
R1439,L007,L077,0.1
R1440,L005,L004,0.1
R1441,L065,L018,0.1
R1442,L011,L047,0.12
R1443,L022,L093,3.35
R1444,L097,L007,3.42
R1445,L035,L032,0.1
R1446,L094,L081,3.5
R1447,L026,L063,0.13
R1448,L045,L076,0.1
R1449,L047,L006,0.1
R1450,L039,L002,0.1
R1451,L052,L084,0.1
R1452,L003,L079,0.1
R1453,L008,L014,0.1
R1454,L087,L078,0.1
R1455,L019,L023,0.1
R1456,L060,L061,0.2
R1457,L079,L074,0.1
R1458,L039,L038,0.13
R1459,L099,L052,0.84
R1460,L091,L048,3.45
R1461,L018,L064,0.1
R1462,L037,L077,0.1
R1463,L083,L044,0.11
R1464,L056,L090,3.48
R1465,L095,L018,3.41
R1466,L020,L024,0.1
R1467,L007,L054,0.1
R1468,L012,L020,0.17
R1469,L064,L067,0.22
R1470,L092,L049,3.47
R1471,L010,L096,3.34
R1472,L084,L045,0.1
R1473,L085,L010,0.28
R1474,L022,L070,0.1
R1475,L042,L048,0.1
R1476,L074,L080,0.13
R1477,L034,L044,0.1
R1478,L053,L057,0.1
R1479,L054,L022,0.1
R1480,L005,L017,0.1
R1481,L077,L005,0.1
R1482,L023,L034,0.1
R1483,L069,L001,0.1
R1484,L086,L090,3.44
R1485,L038,L050,0.17
R1486,L033,L084,0.11
R1487,L079,L051,0.1
R1488,L025,L080,0.25
R1489,L044,L093,3.52
R1490,L004,L057,0.1
R1491,L056,L067,0.1
R1492,L028,L005,0.1
R1493,L020,L001,0.1
R1494,L091,L061,3.51
R1495,L092,L026,3.45
R1496,L037,L090,3.41
R1497,L078,L091,3.41
R1498,L095,L031,3.45
R1499,L081,L096,3.49
R1500,L041,L060,0.15
R1501,L034,L021,0.15
R1502,L053,L034,0.12
R1503,L063,L084,0.13
R1504,L055,L080,0.13
R1505,L075,L058,0.1
R1506,L054,L035,0.1
R1507,L100,L002,0.73
R1508,L040,L100,0.85
R1509,L033,L061,0.24
R1510,L052,L074,0.1
R1511,L098,L041,0.82
R1512,L099,L006,0.82
R1513,L044,L070,0.21
R1514,L069,L014,0.1
R1515,L097,L082,3.42
R1516,L008,L004,0.1
R1517,L067,L090,3.5
R1518,L068,L055,0.1
R1519,L027,L017,0.1
R1520,L087,L068,0.1
R1521,L099,L042,0.82
R1522,L071,L060,0.1
R1523,L017,L089,0.1
R1524,L090,L073,3.41
R1525,L092,L003,3.34
R1526,L049,L041,0.1
R1527,L095,L008,3.34
R1528,L042,L002,0.1
R1529,L061,L015,0.27
R1530,L059,L091,3.42
R1531,L010,L086,0.17
R1532,L030,L064,0.1
R1533,L076,L031,0.11
R1534,L070,L100,0.72
R1535,L022,L060,0.1
R1536,L063,L061,0.1
R1537,L096,L009,3.33
R1538,L053,L047,0.12
R1539,L032,L073,0.1
R1540,L003,L046,0.1
R1541,L004,L011,0.14
R1542,L023,L024,0.1
R1543,L055,L093,3.44
R1544,L015,L020,0.17
R1545,L014,L061,0.14
R1546,L080,L006,0.13
R1547,L071,L037,0.1
R1548,L099,L019,0.84
R1549,L090,L050,3.51
R1550,L060,L064,0.1
R1551,L072,L038,0.1
R1552,L050,L099,0.96
R1553,L029,L076,0.1
R1554,L030,L041,0.1
R1555,L076,L008,0.1
R1556,L062,L073,0.1
R1557,L022,L037,0.1
R1558,L082,L051,0.1
R1559,L034,L011,0.11
R1560,L007,L057,0.1
R1561,L031,L085,0.11
R1562,L011,L027,0.1
R1563,L003,L023,0.12
R1564,L026,L043,0.1
R1565,L067,L044,0.1
R1566,L086,L057,0.1
R1567,L087,L022,0.1
R1568,L005,L069,0.1
R1569,L052,L064,0.12
R1570,L044,L060,0.2
R1571,L056,L034,0.1
R1572,L048,L030,0.1
R1573,L089,L068,0.1
R1574,L079,L054,0.1
R1575,L080,L019,0.11
R1576,L066,L084,0.1
R1577,L017,L079,0.14
R1578,L058,L080,0.14
R1579,L029,L053,0.11
R1580,L048,L066,0.1
R1581,L022,L014,0.1
R1582,L061,L005,0.14
R1583,L093,L074,3.44
R1584,L059,L081,0.15
R1585,L078,L094,3.42
R1586,L070,L090,3.33
R1587,L043,L073,0.1
R1588,L081,L099,0.95
R1589,L082,L064,0.1
R1590,L034,L024,0.1
R1591,L075,L025,0.21
R1592,L057,L007,0.1
R1593,L024,L059,0.1
R1594,L004,L001,0.1
R1595,L085,L075,0.1
R1596,L044,L037,0.14
R1597,L055,L083,0.1
R1598,L068,L022,0.1
R1599,L014,L051,0.1
R1600,L087,L035,0.1
R1601,L079,L031,0.15
R1602,L024,L095,3.44
R1603,L057,L092,3.45
R1604,L018,L021,0.1
R1605,L091,L005,3.43
R1606,L036,L069,0.1
R1607,L037,L034,0.1
R1608,L017,L056,0.1
R1609,L083,L001,0.1
R1610,L097,L085,3.5
R1611,L049,L008,0.1
R1612,L018,L057,0.1
R1613,L050,L089,0.12
R1614,L084,L002,0.1
R1615,L016,L096,3.42
R1616,L062,L063,0.13
R1617,L045,L010,0.1
R1618,L051,L090,3.33
R1619,L011,L017,0.12
R1620,L084,L087,0.1
R1621,L063,L064,0.21
R1622,L014,L028,0.1
R1623,L005,L059,0.1
R1624,L073,L077,0.1
R1625,L079,L008,0.1
R1626,L025,L037,0.13
R1627,L090,L017,3.45
R1628,L037,L011,0.16
R1629,L096,L097,0.1
R1630,L097,L062,3.43
R1631,L056,L024,0.1
R1632,L080,L009,0.26
R1633,L093,L028,3.45
R1634,L017,L069,0.1
R1635,L004,L099,0.82
R1636,L083,L014,0.1
R1637,L069,L079,0.18
R1638,L070,L044,0.21
R1639,L007,L024,0.1
R1640,L093,L064,3.36
R1641,L039,L093,3.32
R1642,L043,L063,0.13
R1643,L021,L044,0.24
R1644,L012,L075,0.21
R1645,L040,L057,0.1
R1646,L024,L049,0.1
R1647,L025,L014,0.13
R1648,L052,L031,0.1
R1649,L044,L027,0.1
R1650,L096,L074,3.42
R1651,L088,L070,0.22
R1652,L002,L030,0.1
R1653,L013,L076,0.1
R1654,L025,L050,0.28
R1655,L066,L051,0.13
R1656,L017,L046,0.12
R1657,L018,L011,0.16
R1658,L077,L060,0.1
R1659,L010,L007,0.15
R1660,L037,L024,0.1
R1661,L029,L020,0.1
R1662,L078,L025,0.12
R1663,L048,L033,0.13
R1664,L081,L030,0.16
R1665,L100,L080,0.91
R1666,L093,L041,3.52
R1667,L066,L087,0.1
R1668,L058,L083,0.1
R1669,L099,L084,0.82
R1670,L078,L061,0.15
R1671,L051,L044,0.22
R1672,L069,L092,3.51
R1673,L081,L066,0.11
R1674,L009,L047,0.17
R1675,L055,L014,0.1
R1676,L027,L095,3.48
R1677,L074,L027,0.1
R1678,L012,L052,0.17
R1679,L031,L065,0.1
R1680,L064,L099,0.73
R1681,L052,L008,0.11
R1682,L092,L081,3.52
R1683,L024,L026,0.1
R1684,L085,L042,0.14
R1685,L044,L004,0.13
R1686,L096,L051,3.34
R1687,L021,L057,0.11
R1688,L067,L024,0.12
R1689,L012,L088,0.28
R1690,L087,L002,0.1
R1691,L073,L067,0.15
R1692,L098,L011,0.9
R1693,L017,L023,0.1
R1694,L077,L037,0.1
R1695,L097,L052,3.45
R1696,L088,L083,0.12
R1697,L089,L048,0.1
R1698,L035,L077,0.1
R1699,L054,L090,3.41
R1700,L046,L086,0.12
R1701,L047,L051,0.13
R1702,L093,L018,3.44
R1703,L006,L013,0.1
R1704,L057,L095,3.41
R1705,L016,L063,0.13
R1706,L081,L043,0.15
R1707,L027,L072,0.1
R1708,L028,L037,0.1
R1709,L007,L014,0.1
R1710,L019,L068,0.1
R1711,L099,L097,2.81
R1712,L031,L042,0.1
R1713,L043,L053,0.1
R1714,L055,L027,0.1
R1715,L040,L047,0.1
R1716,L005,L026,0.1
R1717,L092,L094,0.1
R1718,L025,L004,0.14
R1719,L085,L055,0.14
R1720,L076,L086,0.1
R1721,L095,L099,2.8
R1722,L035,L054,0.1
R1723,L026,L085,0.14
R1724,L071,L007,0.1
R1725,L058,L037,0.1
R1726,L018,L001,0.1
R1727,L023,L079,0.1
R1728,L015,L075,0.21
R1729,L035,L090,3.44
R1730,L006,L026,0.1
R1731,L038,L095,3.41
R1732,L099,L074,0.81
R1733,L037,L099,0.81
R1734,L074,L017,0.1
R1735,L001,L033,0.11
R1736,L080,L097,3.49
R1737,L072,L093,3.46
R1738,L084,L067,0.14
R1739,L030,L096,3.41
R1740,L096,L041,3.5
R1741,L067,L014,0.14
R1742,L033,L021,0.1
R1743,L046,L040,0.13
R1744,L066,L018,0.1
R1745,L057,L049,0.1
R1746,L003,L078,0.11
R1747,L100,L047,0.85
R1748,L047,L041,0.1
R1749,L039,L037,0.14
R1750,L098,L086,0.8
R1751,L058,L050,0.16
R1752,L050,L046,0.23
R1753,L069,L059,0.1
R1754,L062,L020,0.1
R1755,L081,L033,0.24
R1756,L008,L049,0.1
R1757,L009,L014,0.13
R1758,L019,L058,0.1
R1759,L040,L001,0.1
R1760,L031,L032,0.1
R1761,L064,L066,0.12
R1762,L083,L079,0.14
R1763,L009,L050,0.28
R1764,L061,L060,0.2
R1765,L012,L055,0.14
R1766,L007,L089,0.1
R1767,L073,L034,0.1
R1768,L005,L016,0.1
R1769,L024,L029,0.1
R1770,L097,L019,3.44
R1771,L034,L079,0.14
R1772,L054,L057,0.1
R1773,L045,L088,0.22
R1774,L047,L018,0.1
R1775,L065,L066,0.1
R1776,L038,L049,0.1
R1777,L078,L005,0.1
R1778,L050,L023,0.16
R1779,L016,L030,0.1
R1780,L081,L010,0.29
R1781,L098,L099,0.16
R1782,L099,L064,0.73
R1783,L090,L095,0.1
R1784,L051,L024,0.12
R1785,L037,L089,0.1
R1786,L083,L056,0.1
R1787,L043,L020,0.1
R1788,L008,L062,0.1
R1789,L009,L027,0.22
R1790,L028,L040,0.1
R1791,L012,L032,0.22
R1792,L072,L083,0.1
R1793,L064,L079,0.1
R1794,L083,L092,3.48
R1795,L084,L057,0.1
R1796,L022,L082,0.1
R1797,L096,L031,3.46
R1798,L041,L095,3.49
R1799,L046,L030,0.1
R1800,L065,L043,0.1
R1801,L038,L026,0.1
R1802,L011,L072,0.12
R1803,L017,L003,0.16
R1804,L025,L007,0.14
R1805,L015,L042,0.14
R1806,L089,L028,0.1
R1807,L035,L057,0.1
R1808,L068,L054,0.1
R1809,L033,L096,3.33
R1810,L039,L027,0.23
R1811,L059,L005,0.1
R1812,L078,L018,0.1
R1813,L091,L037,3.42
R1814,L056,L079,0.19
R1815,L081,L023,0.16
R1816,L048,L075,0.1
R1817,L008,L039,0.1
R1818,L027,L052,0.1
R1819,L012,L009,0.1
R1820,L071,L095,3.44
R1821,L010,L085,0.28
R1822,L029,L098,0.8
R1823,L049,L076,0.1
R1824,L096,L008,3.35
R1825,L042,L037,0.1
R1826,L088,L004,0.14
R1827,L061,L050,0.1
R1828,L073,L024,0.1
R1829,L088,L040,0.1
R1830,L089,L005,0.1
R1831,L034,L069,0.1
R1832,L094,L083,3.46
R1833,L100,L014,0.8
R1834,L026,L065,0.1
R1835,L046,L043,0.1
R1836,L077,L030,0.1
R1837,L050,L013,0.24
R1838,L023,L059,0.1
R1839,L044,L082,0.14
R1840,L027,L029,0.1
R1841,L060,L063,0.2
R1842,L079,L076,0.1
R1843,L080,L041,0.17
R1844,L071,L072,0.1
R1845,L091,L050,3.52
R1846,L030,L040,0.1
R1847,L009,L017,0.17
R1848,L001,L013,0.1
R1849,L007,L056,0.1
R1850,L093,L096,0.1
R1851,L034,L046,0.12
R1852,L040,L089,0.1
R1853,L046,L020,0.12
R1854,L038,L016,0.1
R1855,L011,L062,0.15
R1856,L057,L029,0.1
R1857,L052,L063,0.11
R1858,L004,L023,0.1
R1859,L069,L003,0.21
R1860,L087,L057,0.1
R1861,L060,L040,0.12
R1862,L071,L049,0.1
R1863,L044,L095,3.49
R1864,L090,L062,3.42
R1865,L016,L033,0.11
R1866,L028,L007,0.1
R1867,L093,L073,3.45
R1868,L072,L050,0.12
R1869,L078,L093,3.43
R1870,L049,L066,0.1
R1871,L061,L040,0.1
R1872,L034,L023,0.1
R1873,L007,L069,0.1
R1874,L065,L010,0.17
R1875,L057,L006,0.1
R1876,L003,L035,0.16
R1877,L074,L095,3.41
R1878,L026,L055,0.1
R1879,L086,L069,0.1
R1880,L032,L098,0.85
R1881,L038,L029,0.1
R1882,L052,L076,0.1
R1883,L025,L059,0.14
R1884,L036,L068,0.1
R1885,L097,L084,3.42
R1886,L016,L010,0.15
R1887,L027,L019,0.1
R1888,L060,L053,0.1
R1889,L100,L089,0.85
R1890,L072,L027,0.1
R1891,L018,L056,0.1
R1892,L091,L040,3.46
R1893,L078,L070,0.1
R1894,L041,L039,0.2
R1895,L053,L013,0.1
R1896,L045,L009,0.1
R1897,L059,L093,3.44
R1898,L011,L016,0.15
R1899,L034,L036,0.1
R1900,L026,L032,0.1
R1901,L040,L079,0.15
R1902,L038,L006,0.1
R1903,L098,L020,0.8
R1904,L044,L049,0.12
R1905,L085,L087,0.14
R1906,L023,L026,0.1
R1907,L055,L095,3.41
R1908,L075,L073,0.1
R1909,L067,L069,0.1
R1910,L013,L098,0.67
R1911,L014,L063,0.14
R1912,L005,L094,3.43
R1913,L090,L052,3.44
R1914,L018,L033,0.1
R1915,L036,L081,0.13
R1916,L037,L046,0.1
R1917,L077,L082,0.1
R1918,L029,L042,0.1
R1919,L093,L063,3.52
R1920,L018,L069,0.1
R1921,L064,L036,0.11
R1922,L078,L083,0.1
R1923,L076,L010,0.1
R1924,L081,L088,0.1
R1925,L041,L052,0.1
R1926,L074,L049,0.1
R1927,L034,L013,0.13
R1928,L020,L078,0.1
R1929,L053,L026,0.1
R1930,L026,L009,0.14
R1931,L040,L056,0.1
R1932,L032,L088,0.1
R1933,L044,L062,0.13
R1934,L004,L026,0.1
R1935,L036,L058,0.1
R1936,L097,L074,3.41
R1937,L080,L021,0.23
R1938,L071,L052,0.1
R1939,L058,L082,0.1
R1940,L018,L046,0.1
R1941,L037,L059,0.1
R1942,L077,L095,3.35
R1943,L016,L085,0.14
R1944,L049,L033,0.13
R1945,L093,L076,3.38
R1946,L007,L036,0.1
R1947,L051,L079,0.1
R1948,L063,L053,0.21
R1949,L009,L082,0.13
R1950,L082,L066,0.1
R1951,L055,L049,0.1
R1952,L001,L078,0.1
R1953,L031,L100,0.85
R1954,L003,L038,0.11
R1955,L090,L006,3.41
R1956,L015,L012,0.1
R1957,L067,L059,0.14
R1958,L054,L089,0.1
R1959,L100,L056,0.89
R1960,L079,L033,0.1
R1961,L066,L063,0.1
R1962,L057,L094,3.43
R1963,L048,L045,0.1
R1964,L047,L086,0.1
R1965,L039,L082,0.14
R1966,L059,L060,0.1
R1967,L062,L065,0.1
R1968,L063,L030,0.14
R1969,L081,L078,0.16
R1970,L009,L059,0.14
R1971,L075,L004,0.1
R1972,L045,L012,0.1
R1973,L086,L013,0.13
R1974,L031,L077,0.11
R1975,L032,L042,0.1
R1976,L011,L019,0.13
R1977,L003,L015,0.1
R1978,L076,L085,0.2
R1979,L095,L098,2.74
R1980,L001,L091,3.43
R1981,L075,L040,0.1
R1982,L042,L092,3.46
R1983,L021,L069,0.19
R1984,L012,L100,0.69
R1985,L073,L079,0.1
R1986,L033,L043,0.1
R1987,L024,L074,0.1
R1988,L025,L039,0.1
R1989,L071,L006,0.1
R1990,L085,L090,3.49
R1991,L096,L099,2.81
R1992,L029,L009,0.16
R1993,L048,L022,0.13
R1994,L093,L030,3.43
R1995,L066,L076,0.11
